"","X","violation","Sample.Name","File.Name","A.CT.mean","B.CT.mean","C.CT.mean","D.CT.mean","A.CT.sd","B.CT.sd","C.CT.sd","D.CT.sd","A.reps","B.reps","C.reps","D.reps","A.B","A.C","A.D","B.A","B.C","B.D","C.A","C.B","C.D","D.A","D.B","D.C","Sample.Plate","ID","Species","Region","Site","CollectionDate","Season","Rain","propA","propB","propC","propD","dom","background","totalSym","redo"
"65",203,"reps","Sample 3","UrbanPopgen_Plate50_1-19-24_data.csv",NA,NA,NA,26.5826664,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate50_1-19-24_data.csv","Baggs_009","Pseu","Miami urban","Bill Baggs","21-Sep","Fall","Wet",0,0,0,0,"","",0,"y"
"66",210,"reps","Sample 4","UrbanPopgen_Plate53_1-23-24_data.csv",30.46311379,37.1013298,NA,38.95999908,1.644420328,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 4_UrbanPopgen_Plate53_1-23-24_data.csv","urban_408","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",0,0,0,0,"","",0,"y"
"67",214,"reps","Sample 8","UrbanPopgen_Plate53_1-23-24_data.csv",26.49956704,22.6263504,NA,34.13433456,1.096039248,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 8_UrbanPopgen_Plate53_1-23-24_data.csv","urban_414","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",1,0,0,0,"A","",1,"y"
"68",224,"reps","Sample 6","UrbanPopgen_Plate55_1-24-24_data.csv",NA,20.4590168,33.06784058,35.24352455,NA,NA,1.065181009,3.625511024,0,1,2,2,0,0,0,0,0,0,0,0,0.589304227,0,0,1.696916387,"Sample 6_UrbanPopgen_Plate55_1-24-24_data.csv","urban_456","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"69",225,"reps","Sample 7","UrbanPopgen_Plate55_1-24-24_data.csv",23.60889531,21.12741375,26.50055885,34.51908875,0.230097518,0.285410366,NA,NA,2,2,1,1,0.019895603,0,0,50.26236188,0,0,0,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate55_1-24-24_data.csv","urban_457","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0.01950749,0.98049251,0,0,"B","A",1,"y"
"70",237,"reps","Sample 4","UrbanPopgen_Plate58-1-24-24_data.csv",28.13054466,NA,27.05234814,28.76021385,2.055671065,NA,0.441603211,NA,2,0,2,1,0,1.210363536,0,0,0,0,0.826198056,0,0,0,0,0,"Sample 4_UrbanPopgen_Plate58-1-24-24_data.csv","urban_460","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"71",240,"reps","Sample 7","UrbanPopgen_Plate58-1-24-24_data.csv",22.89704705,23.24101639,32.86732483,34.37588501,0.772974549,NA,NA,0.280497055,2,1,1,2,0,0,951.3784024,0,0,0,0,0,0,0.001051106,0,0,"Sample 7_UrbanPopgen_Plate58-1-24-24_data.csv","urban_478","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0.998949997,0,0,0.001050003,"A","D",1,"y"
"72",253,"reps","Sample 1","UrbanPopgen_Plate60_3-24-24_data.csv",34.64237976,26.45678902,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 1_UrbanPopgen_Plate60_3-24-24_data.csv","Baggs_009","Pseu","Miami urban","Bill Baggs","21-Sep","Winter","Dry",NA,NA,NA,NA,"","",NA,"y"
"73",274,"reps","Sample 3","UrbanPopgen_Plate63_3-24-24_data.csv",NA,29.75168801,NA,NA,NA,1.715440125,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate63_3-24-24_data.csv","Baggs_201","Pseu","Miami urban","Bill Baggs","20-Jun","","",NA,NA,NA,NA,"","",NA,"y"
"74",276,"reps","Sample 5","UrbanPopgen_Plate63_3-24-24_data.csv",30.72267342,25.86232758,30.10635948,22.20988083,0.644597276,0.12027699,NA,NA,2,2,1,1,0.003825142,0,0,261.4281783,0,0,0,0,0,0,0,0,"Sample 5_UrbanPopgen_Plate63_3-24-24_data.csv","urban_467","Pseu","Miami urban","Seaquarium","24-Jan","","",NA,NA,NA,NA,"","",NA,"y"
"75",286,"reps","Sample 9","UrbanPopgen_Plate64_3-24-24_data.csv",NA,NA,29.62971211,NA,NA,NA,0.16119518,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 9_UrbanPopgen_Plate64_3-24-24_data.csv","urban_507","Pseu","Miami urban","Coral City Camera","24-Jan","","",NA,NA,NA,NA,"","",NA,"y"
"76",343,"reps","Sample 10","UrbanPopgen_Plate81_3-30-24_data.csv",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 10_UrbanPopgen_Plate81_3-30-24_data.csv","Peanut_027","Pseu","Palm Beach urban","Peanut Island","23-Mar","","",NA,NA,NA,NA,"","",NA,"y"
"77",357,"reps","Sample 6","UrbanPopgen_Plate85_3-31-24_data.csv",22.38558674,22.74143982,30.70798207,34.51712036,0.064679566,NA,0.366461788,NA,2,1,2,1,0,818.0426656,0,0,0,0,0.00122243,0,0,0,0,0,"Sample 6_UrbanPopgen_Plate85_3-31-24_data.csv","urban_457","Pseu","Miami urban","Miami Beach Marina","24-Jan","","",NA,NA,NA,NA,"","",NA,"y"
"78",141,"reps","Sample 2","UrbanPopgen_Plate47_1-16-24_data.csv",NA,NA,NA,34.62078857,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate47_1-16-24_data.csv","Peanut_060","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"79",36,"reps","Sample 5","UrbanPopgen_Plate55_1-24-24_data.csv",27.00060654,20.30470848,27.80988122,27.58774376,NA,NA,0.02744333,NA,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 5_UrbanPopgen_Plate55_1-24-24_data.csv","urban_455","Dlab","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"80",70,"reps","Sample 2","UrbanPopgen_Plate79_3-30-24_data.csv",38.92765427,NA,NA,NA,0.376254693,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate79_3-30-24_data.csv","urban_671","Dlab","Palm Beach urban","Peanut Island","24-Jan","","",NA,NA,NA,NA,"","",NA,"y"
"81",32,"stdv","Sample 6","UrbanPopgen_Plate52_1-22-24_data.csv",38.59813309,35.3498497,NA,21.89802265,0.965878992,NA,NA,1.750224426,2,1,0,2,0,0,3.13e-06,0,0,0,0,0,0,319415.0878,0,0,"Sample 6_UrbanPopgen_Plate52_1-22-24_data.csv","urban_348","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
"82",33,"stdv","Sample 7","UrbanPopgen_Plate52_1-22-24_data.csv",38.16387749,37.82138062,NA,25.04563332,0.360520768,NA,NA,1.554219326,2,1,0,2,0,0,3.75e-05,0,0,0,0,0,0,26675.1114,0,0,"Sample 7_UrbanPopgen_Plate52_1-22-24_data.csv","urban_347","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
