Block Type,96well,,,,,,,,,,,,,,,,,,,,
Chemistry,SYBR_GREEN,,,,,,,,,,,,,,,,,,,,
Experiment File Name,C:\Applied Biosystems\StepOne Software v2.3\experiments\UrbanCoral\UrbanPopgen_Plate4_6-30-23.eds,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2023-06-30 17:05:28 PM EDT,,,,,,,,,,,,,,,,,,,,
Instrument Type,steponeplus,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Well,Sample Name,Target Name,Task,Reporter,Quencher,C_,C_ Mean,C_ SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,BADROX,HIGHSD,NOAMP,EXPFAIL
G11,Sample 11,D,UNKNOWN,SYBR,None,21.14332008,21.04282188,0.142125919,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
G12,Sample 12,D,UNKNOWN,SYBR,None,20.40394592,20.40394592,,,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
H1,Sample 1,D,UNKNOWN,SYBR,None,21.44755554,21.12537193,0.455636442,,,,FALSE,0.1,TRUE,3,17,,N,N,N,N
H2,Sample 2,D,UNKNOWN,SYBR,None,21.76961136,21.62401962,0.205897808,,,,FALSE,0.1,TRUE,3,17,,N,N,N,N
H3,Sample 3,D,UNKNOWN,SYBR,None,20.64220238,20.61559677,0.037626009,,,,FALSE,0.1,TRUE,3,17,,N,N,N,N
H4,Sample 4,D,UNKNOWN,SYBR,None,27.64798355,27.66944122,0.030347079,,,,FALSE,0.1,TRUE,3,24,,N,N,N,N
H5,Sample 5,D,UNKNOWN,SYBR,None,21.46388245,21.53604507,0.102052018,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
H6,Sample 6,D,UNKNOWN,SYBR,None,20.96733665,20.80646515,0.227506667,,,,FALSE,0.1,TRUE,3,16,,N,N,N,N
H7,Sample 7,D,UNKNOWN,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,Y
H8,Sample 8,D,UNKNOWN,SYBR,None,21.31936073,21.29322624,0.036959752,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
H9,Sample 9,D,UNKNOWN,SYBR,None,22.82271385,22.82356262,0.001200342,,,,FALSE,0.1,TRUE,3,19,,N,N,N,N
H10,Sample 10,D,UNKNOWN,SYBR,None,22.59928894,22.49895287,0.141896635,,,,FALSE,0.1,TRUE,3,18,,N,N,N,N
H11,Sample 11,D,UNKNOWN,SYBR,None,20.94232368,21.04282188,0.142125919,,,,FALSE,0.1,TRUE,3,17,,N,N,N,N
H12,,D,NTC,SYBR,None,Undetermined,,,,,,FALSE,0.1,TRUE,3,39,,N,N,N,N
